company_id,type,rule_id,text,confidence_pct
COMP61,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP61,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP62,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP62,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP62,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP63,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP63,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP63,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP63,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP64,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP64,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP64,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP64,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP64,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP64,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP65,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP65,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP65,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP65,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP65,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP65,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP65,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP66,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP66,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP66,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP66,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP67,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP67,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP67,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP67,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP68,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP68,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP68,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP69,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP69,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP69,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP69,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP69,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP69,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP70,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP70,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP70,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP70,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP70,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP70,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP70,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP71,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP71,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP71,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP71,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP72,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP72,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP72,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP73,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP73,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP73,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP73,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP74,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP74,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP74,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP74,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP74,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP74,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP75,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP75,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP75,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP75,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP75,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP75,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP75,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP76,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP76,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP76,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP76,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP77,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP77,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP77,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP77,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP78,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP78,pro,PRO_RULE_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,80
COMP78,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP78,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP79,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP79,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP79,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP79,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP79,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP80,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP80,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP80,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP80,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP80,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP80,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP80,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP81,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP81,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP81,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP81,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP81,con,CON_RULE_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
COMP82,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP82,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP82,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP82,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP83,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP83,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP83,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP83,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP83,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP84,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP84,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP84,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP84,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP84,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP85,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP85,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP85,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP85,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP85,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP85,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP86,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP86,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP86,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP86,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP87,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP87,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP87,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP87,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP88,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP88,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP88,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP88,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP89,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP89,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP89,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP89,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP89,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP89,con,CON_BASE_1,Subject to macroeconomic headwinds and competitive market dynamics,70
COMP90,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP90,pro,PRO_RULE_4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,85
COMP90,pro,PRO_RULE_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
COMP90,pro,PRO_RULE_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
COMP90,pro,PRO_RULE_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
COMP90,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP90,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
COMP91,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP91,pro,PRO_RULE_8,Consistent dividend yield above 2% backed by positive free cash flow,80
COMP91,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP91,con,CON_RULE_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
COMP92,pro,PRO_RULE_2,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
COMP92,pro,PRO_RULE_12,Growing asset base funded by internal accruals reflects self-sustaining growth,78
COMP92,con,CON_RULE_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
